,Company Name,Job Title,Salaries Reported,Location,Salary
2359,Zen3 Info Solutions,Data Analyst,19,Hyderabad,297492
2360,Tech Mahindra,Data Analyst,18,Hyderabad,400745
2361,Infosys,Data Analyst,14,Hyderabad,495265
2362,IBM,Data Analyst,12,Hyderabad,513986
2363,Google,Data Analyst,11,Hyderabad,1532909
2364,CAMP Systems,Data Analyst,9,Hyderabad,348156
2365,GlobalData,Data Analyst,9,Hyderabad,363228
2366,Optum,Data Analyst,9,Hyderabad,1273952
2367,Capgemini,Data Analyst,9,Hyderabad,377686
2368,GlobalLogic,Data Analyst,8,Hyderabad,242324
2369,Microsoft,Data Analyst,7,Hyderabad,924643
2370,Unifytech,Data Analyst,7,Hyderabad,223812
2371,Kantar,Data Analyst,7,Hyderabad,407376
2372,ICICI Bank,Data Analyst,7,Hyderabad,604401
2373,Cyient,Data Analyst,7,Hyderabad,564107
2374,Wipro,Data Analyst,7,Hyderabad,305881
2375,ValueLabs,Data Analyst,7,Hyderabad,902901
2376,Metrics4 Analytics,Data Analyst,6,Hyderabad,470717
2377,UnitedHealth Group,Data Analyst,6,Hyderabad,1198941
2378,Saras Analytics,Data Analyst,5,Hyderabad,703418
2379,Teleperformance,Data Analyst,5,Hyderabad,186000
2380,Dynata,Data Analyst,5,Hyderabad,388898
2381,Verizon,Data Analyst,5,Hyderabad,976617
2382,Serco Group,Data Analyst,5,Hyderabad,370764
2383,Quadrant Resource,Data Analyst,5,Hyderabad,330132
2384,Zeta Global,Data Analyst,5,Hyderabad,382351
2385,Zen3 Infosolutions,Data Analyst,5,Hyderabad,500000
2386,Optum Global Solutions,Data Analyst,5,Hyderabad,903446
2387,Dell Technologies,Data Analyst,5,Hyderabad,1007334
2388,ADP,Data Analyst,4,Hyderabad,640566
2389,Oracle,Data Analyst,4,Hyderabad,1139417
2390,S&P Global,Data Analyst,4,Hyderabad,658529
2391,Wells Fargo,Data Analyst,4,Hyderabad,681356
2392,Uber,Data Analyst,4,Hyderabad,662645
2393,Novartis,Data Analyst,4,Hyderabad,914961
2394,Fresher,Data Analyst,4,Hyderabad,360588
2395,DataBeat,Data Analyst,4,Hyderabad,403524
2396,Salesforce,Data Analyst,4,Hyderabad,1205626
2397,PK,Data Analyst,4,Hyderabad,452137
2398,Apex CoVantage,Data Analyst,3,Hyderabad,106392
2399,MediaMint,Data Analyst,3,Hyderabad,366514
2400,MetrixLab,Data Analyst,3,Hyderabad,437781
2401,EMPLOYERS,Data Analyst,3,Hyderabad,300000
2402,Genpact,Data Analyst,3,Hyderabad,338792
2403,IMImobile,Data Analyst,3,Hyderabad,711350
2404,Quantium,Data Analyst,3,Hyderabad,1072842
2405,HitWicket,Data Analyst,3,Hyderabad,669115
2406,AIR Worldwide,Data Analyst,3,Hyderabad,398975
2407,Indian Political Action Committee,Data Analyst,3,Hyderabad,735354
2408,Indium Software,Data Analyst,3,Hyderabad,743209
2409,Ivy,Data Analyst,3,Hyderabad,967041
2410,NTT DATA,Data Analyst,3,Hyderabad,508188
2411,IHS Markit,Data Analyst,3,Hyderabad,509802
2412,First Student,Data Analyst,3,Hyderabad,600000
2413,Trianz,Data Analyst,3,Hyderabad,588637
2414,Tata Steel,Data Analyst,2,Hyderabad,857580
2415,Exusia,Data Analyst,2,Hyderabad,443020
2416,Cotiviti,Data Analyst,2,Hyderabad,311470
2417,Realshoppee Retail,Data Analyst,2,Hyderabad,503064
2418,ICE Data Services,Data Analyst,2,Hyderabad,430475
2419,CDK Global,Data Analyst,2,Hyderabad,1123734
2420,Vodafone Idea,Data Analyst,2,Hyderabad,616488
2421,[24]7.ai,Data Analyst,2,Hyderabad,2243796
2422,Intercontinental Exchange,Data Analyst,2,Hyderabad,458425
2423,Jayar Manufacturing,Data Analyst,2,Hyderabad,719166
2424,ReferenceGlobe,Data Analyst,2,Hyderabad,180440
2425,DuPont Sustainable Solutions,Data Analyst,2,Hyderabad,861090
2426,Technical Data Analysis,Data Analyst,2,Hyderabad,360000
2427,Amazon,Data Analyst,2,Hyderabad,998364
2428,Wenable Technologies,Data Analyst,2,Hyderabad,625884
2429,Parexel,Data Analyst,2,Hyderabad,519540
2430,HSBC,Data Analyst,2,Hyderabad,606240
2431,Franklin Templeton Investments,Data Analyst,2,Hyderabad,136137
2432,BYJU'S,Data Analyst,2,Hyderabad,633866
2433,HCL,Data Analyst,2,Hyderabad,900229
2434,Yes Bank,Data Analyst,2,Hyderabad,338652
2435,Cogent Data Solutions,Data Analyst,2,Hyderabad,286512
2436,Solugenix Corporation,Data Analyst,2,Hyderabad,113208
2437,Minvesta,Data Analyst,2,Hyderabad,283956
2438,Virtusa,Data Analyst,2,Hyderabad,2265324
2439,HCL Technologies,Data Analyst,2,Hyderabad,337236
2440,Rajesh Motors,Data Analyst,2,Hyderabad,375807
2441,SR Edu Solutions,Data Analyst,2,Hyderabad,220740
2442,YES,Data Analyst,2,Hyderabad,209952
2443,Freelancer,Data Analyst,2,Hyderabad,286452
2444,DONE by NONE,Data Analyst,2,Hyderabad,732996
2445,InsideView,Data Analyst,2,Hyderabad,876660
2446,Next Education India,Data Analyst,2,Hyderabad,619752
2447,First Student,Data Analyst,2,Hyderabad,2821536
2448,DBS Bank,Data Analyst,2,Hyderabad,1138712
2449,myPaisaa,Data Analyst,1,Hyderabad,180876
2450,PrimEra Medical Technologies,Data Analyst,1,Hyderabad,508113
2451,Strategic Alpha,Data Analyst,1,Hyderabad,515829
2452,Hetero,Data Analyst,1,Hyderabad,245265
2453,E-Prospects,Data Analyst,1,Hyderabad,772984
2454,GigIndia,Data Analyst,1,Hyderabad,2237700
2455,Sun Microsystems,Data Analyst,1,Hyderabad,338792
2456,Appen,Data Analyst,1,Hyderabad,240000
2457,La casa one,Data Analyst,1,Hyderabad,425520
2458,VotaryTech,Data Analyst,1,Hyderabad,237117
2459,Dr. Reddy's,Data Analyst,1,Hyderabad,336000
2460,Harish Hathiwala,Data Analyst,1,Hyderabad,367898
2461,Jaffar Engineering Works,Data Analyst,1,Hyderabad,1262223
2462,Mindtree,Data Analyst,1,Hyderabad,242808
2463,Amazon,Data Analyst,1,Hyderabad,435196
2464,PokerStars,Data Analyst,1,Hyderabad,859906
2465,Moonstone Infotech,Data Analyst,1,Hyderabad,807180
2466,GOLDFINCH,Data Analyst,1,Hyderabad,402934
2467,Ola,Data Analyst,1,Hyderabad,1182371
2468,Innominds Software,Data Analyst,1,Hyderabad,542064
2469,Snycon Software Solutions,Data Analyst,1,Hyderabad,468864
2470,E-rachit Technologies,Data Analyst,1,Hyderabad,1210770
2471,Orbit Technologies,Data Analyst,1,Hyderabad,10814
2472,DataBeat,Data Analyst,1,Hyderabad,186480
2473,Marten Transport,Data Analyst,1,Hyderabad,517757
2474,Multiplier Solutions,Data Analyst,1,Hyderabad,281316
2475,Novartis,Data Analyst,1,Hyderabad,629472
2476,Vi,Data Analyst,1,Hyderabad,778606
2477,Jai Raj Ispat,Data Analyst,1,Hyderabad,67764
2478,STUDY Monitor Tech,Data Analyst,1,Hyderabad,232105
2479,Goldman Sachs,Data Analyst,1,Hyderabad,455550
2480,ABC,Data Analyst,1,Hyderabad,100000
2481,Law In Order,Data Analyst,1,Hyderabad,483697
2482,Object Technology Solutions India,Data Analyst,1,Hyderabad,363228
2483,Lifetime Wellness Rx International Limited,Data Analyst,1,Hyderabad,451451
2484,Informatica,Data Analyst,1,Hyderabad,521474
2485,Byte Software Services,Data Analyst,1,Hyderabad,790515
2486,Genpact,Data Analyst,1,Hyderabad,39009618.6
2487,EE Technologies,Data Analyst,1,Hyderabad,540000
2488,Nisum,Data Analyst,1,Hyderabad,67764
2489,ETG International,Data Analyst,1,Hyderabad,268721
2490,Wipro Technologies,Data Analyst,1,Hyderabad,24756
2491,Innodatatics,Data Analyst,1,Hyderabad,400000
2492,Netflix,Data Analyst,1,Hyderabad,1200000
2493,Constant Contact,Data Analyst,1,Hyderabad,302693
2494,ICICI Bank,Data Analyst,1,Hyderabad,1976461
2495,D&B Technologies,Data Analyst,1,Hyderabad,700000
2496,Kritha Convertors,Data Analyst,1,Hyderabad,537441
2497,ZettaMine Labs,Data Analyst,1,Hyderabad,338792
2498,Nagamani Hospital,Data Analyst,1,Hyderabad,540000
2499,GMR Hyderabad International Airport,Data Analyst,1,Hyderabad,691840
2500,Idol Soft,Data Analyst,1,Hyderabad,518419
2501,Crown Holdings,Data Analyst,1,Hyderabad,752418
2502,Sankalp Group,Data Analyst,1,Hyderabad,618995
2503,Enrich IBS,Data Analyst,1,Hyderabad,3773676
2504,DuPont,Data Analyst,1,Hyderabad,901815
2505,Intelenet,Data Analyst,1,Hyderabad,196834
2506,eHaat,Data Analyst,1,Hyderabad,338792
2507,Vidal Healthcare,Data Analyst,1,Hyderabad,241176
2508,Astegic,Data Analyst,1,Hyderabad,1134824
2509,Unify,Data Analyst,1,Hyderabad,443472
2510,HSBC,Data Analyst,1,Hyderabad,1468099
2511,James Hardie,Data Analyst,1,Hyderabad,290315
2512,Soul Of Anime Toystore,Data Analyst,1,Hyderabad,537441
2513,Amazon Flex,Data Analyst,1,Hyderabad,464246
2514,Thomson Reuters,Data Analyst,1,Hyderabad,288048
2515,HighRadius,Data Analyst,1,Hyderabad,169512
2516,TEKsystems,Data Analyst,1,Hyderabad,522547
2517,Nassau Re,Data Analyst,1,Hyderabad,3773676
2518,OYO,Data Analyst,1,Hyderabad,120000
2519,Petpal,Data Analyst,1,Hyderabad,147156
2520,American Airlines,Data Analyst,1,Hyderabad,302196
2521,exceedsoft,Data Analyst,1,Hyderabad,203280
2522,Nexii IT Labs,Data Analyst,1,Hyderabad,419651
2523,AnyTimeLoan.in,Data Analyst,1,Hyderabad,354720
2524,Bourntec Solutions,Data Analyst,1,Hyderabad,416478
2525,Fresher,Data Analyst,1,Hyderabad,252244
2526,Jobminar,Data Analyst,1,Hyderabad,302200
2527,Ardem,Data Analyst,1,Hyderabad,219912
2528,Virtusa,Data Analyst,1,Hyderabad,221675
2529,Ushta Te Consultancy Services LLP,Data Analyst,1,Hyderabad,310791
2530,Tata Consultancy Services,Data Analyst,1,Hyderabad,544848
2531,Berkadia,Data Analyst,1,Hyderabad,207194
2532,Samsara,Data Analyst,1,Hyderabad,451723
2533,Polaris FT,Data Analyst,1,Hyderabad,644153
2534,Aria Tech IT Solutions,Data Analyst,1,Hyderabad,602928
2535,Capgemini Invent,Data Analyst,1,Hyderabad,565059
2536,Menukuri chakradhar reddy,Data Analyst,1,Hyderabad,381856
2537,Idfy,Data Analyst,1,Hyderabad,602930
2538,ABCDEF,Data Analyst,1,Hyderabad,490531
2539,WNS,Data Analyst,1,Hyderabad,513120
2540,Invergence Analytics,Data Analyst,1,Hyderabad,677584
2541,Datasite,Data Analyst,1,Hyderabad,725180
2542,PowerBI Consulting,Data Analyst,1,Hyderabad,300000
2543,Cognizant Technology Solutions,Data Analyst,1,Hyderabad,616428
2544,Saksham Innovations,Data Analyst,1,Hyderabad,156000
2545,Indigen Technologies,Data Analyst,1,Hyderabad,500000
2546,TeacherActive,Data Analyst,1,Hyderabad,377364
2547,Fountane,Data Analyst,1,Hyderabad,147156
2548,GlobalLogic,Data Analyst,86,New Delhi,230043
2549,Tata Consultancy Services,Data Analyst,49,New Delhi,591185
2550,Accenture,Data Analyst,28,New Delhi,602557
2551,HCL Technologies,Data Analyst,26,New Delhi,414214
2552,EXL Service,Data Analyst,24,New Delhi,635113
2553,Innovaccer,Data Analyst,23,New Delhi,790515
2554,The Smart Cube,Data Analyst,20,New Delhi,711651
2555,Axtria,Data Analyst,20,New Delhi,670089
2556,EY,Data Analyst,17,New Delhi,500434
2557,Optum,Data Analyst,17,New Delhi,960000
2558,Absolutdata,Data Analyst,17,New Delhi,594768
2559,American Express,Data Analyst,15,New Delhi,1134824
2560,OYO,Data Analyst,15,New Delhi,601029
2561,IBM,Data Analyst,15,New Delhi,521474
2562,Ericsson-Worldwide,Data Analyst,15,New Delhi,449332
2563,Cognizant Technology Solutions,Data Analyst,14,New Delhi,456591
2564,Genpact,Data Analyst,14,New Delhi,525749
2565,Wipro,Data Analyst,14,New Delhi,593140
2566,Bharti Airtel,Data Analyst,13,New Delhi,484519
2567,Amazon,Data Analyst,12,New Delhi,566735
2568,Capgemini,Data Analyst,12,New Delhi,401435
2569,Paytm,Data Analyst,12,New Delhi,602693
2570,Tech Mahindra,Data Analyst,11,New Delhi,340679
2571,Fresher,Data Analyst,11,New Delhi,402934
2572,ZS Associates,Data Analyst,11,New Delhi,712674
2573,NTT DATA,Data Analyst,11,New Delhi,502442
2574,LiquidHub,Data Analyst,10,New Delhi,351668
2575,UnitedHealth Group,Data Analyst,9,New Delhi,928492
2576,Aon,Data Analyst,9,New Delhi,397330
2577,Snapdeal,Data Analyst,9,New Delhi,1019603
2578,Google,Data Analyst,9,New Delhi,386958
2579,AXA XL,Data Analyst,8,New Delhi,731213
2580,WNS,Data Analyst,8,New Delhi,726809
2581,American Express,Data Analyst,8,New Delhi,1070976
2582,KPMG,Data Analyst,8,New Delhi,509210
2583,Mercer,Data Analyst,8,New Delhi,400410
2584,Publicis Sapient,Data Analyst,7,New Delhi,680894
2585,Denave,Data Analyst,7,New Delhi,417179
2586,Deloitte,Data Analyst,7,New Delhi,429953
2587,McKinsey & Company,Data Analyst,7,New Delhi,1401954
2588,BT,Data Analyst,7,New Delhi,524564
2589,Decision Point,Data Analyst,7,New Delhi,616428
2590,Saarthee,Data Analyst,7,New Delhi,621583
2591,Collegedunia,Data Analyst,7,New Delhi,261907
2592,IHS Markit,Data Analyst,7,New Delhi,621583
2593,ABC,Data Analyst,6,New Delhi,538846
2594,MedTourEasy,Data Analyst,6,New Delhi,311449
2595,b3Intelligence,Data Analyst,6,New Delhi,394920
2596,Fresher,Data Analyst,6,New Delhi,302400
2597,Fiserv,Data Analyst,6,New Delhi,1324095
2598,DXC Technology,Data Analyst,6,New Delhi,545756
2599,Competent Software,Data Analyst,6,New Delhi,185388
2600,Freelancer,Data Analyst,6,New Delhi,520272
2601,Optum Global Solutions,Data Analyst,6,New Delhi,1218012
2602,TransOrg Analytics,Data Analyst,6,New Delhi,664286
2603,Toluna,Data Analyst,6,New Delhi,544387
2604,Concentrix,Data Analyst,6,New Delhi,438924
2605,TO THE NEW,Data Analyst,5,New Delhi,309194
2606,R1 RCM,Data Analyst,5,New Delhi,537613
2607,EasyRewardz,Data Analyst,5,New Delhi,484238
2608,Better.com,Data Analyst,5,New Delhi,1177000
2609,Times Internet,Data Analyst,5,New Delhi,602930
2610,McKinsey Knowledge Center,Data Analyst,5,New Delhi,1541071
2611,Palin Analytics,Data Analyst,5,New Delhi,498630
2612,Nokia,Data Analyst,5,New Delhi,363231
2613,Encore Capital Group,Data Analyst,5,New Delhi,677584
2614,Nagarro,Data Analyst,5,New Delhi,1119076
2615,Annik Technology Services,Data Analyst,5,New Delhi,280296
2616,QL2,Data Analyst,5,New Delhi,246108
2617,Infosys,Data Analyst,5,New Delhi,1130085
2618,Dell Technologies,Data Analyst,5,New Delhi,602930
2619,DecisionTree Analytics & Services,Data Analyst,5,New Delhi,594543
2620,Polestar Solutions & Services India,Data Analyst,4,New Delhi,604847
2621,Gartner,Data Analyst,4,New Delhi,865056
2622,Home Credit India,Data Analyst,4,New Delhi,363048
2623,Citi,Data Analyst,4,New Delhi,600558
2624,Value Edge Research Services,Data Analyst,4,New Delhi,802080
2625,Ameriprise,Data Analyst,4,New Delhi,778493
2626,Teleperformance,Data Analyst,4,New Delhi,654510
2627,Fractal,Data Analyst,4,New Delhi,878070
2628,GALYTIX,Data Analyst,4,New Delhi,623148
2629,Team Computers,Data Analyst,4,New Delhi,293232
2630,Chatous,Data Analyst,4,New Delhi,332712
2631,CSC E-Governance Services,Data Analyst,4,New Delhi,310144
2632,Adglobal360,Data Analyst,4,New Delhi,602345
2633,BlackRock,Data Analyst,4,New Delhi,690924
2634,WheelsEye Technology,Data Analyst,4,New Delhi,625157
2635,Hive (CA),Data Analyst,4,New Delhi,390283
2636,Apsidata solutions,Data Analyst,4,New Delhi,263808
2637,BOLD,Data Analyst,4,New Delhi,1151955
2638,Britis Telecom,Data Analyst,4,New Delhi,464246
2639,Urban Company,Data Analyst,4,New Delhi,120444
2640,NCR,Data Analyst,4,New Delhi,409648
2641,PolicyBazaar,Data Analyst,4,New Delhi,551047
2642,Google,Data Analyst,4,New Delhi,418078
2643,NS Matrix Services,Data Analyst,4,New Delhi,343758
2644,NITS,Data Analyst,4,New Delhi,532302
2645,Namekart,Data Analyst,4,New Delhi,180000
2646,RCM Aeroservices,Data Analyst,4,New Delhi,250644
2647,Actiknow,Data Analyst,4,New Delhi,363669
2648,XYZ,Data Analyst,3,New Delhi,577190
2649,GALYTIX,Data Analyst,3,New Delhi,369852
2650,Unified Healthcare Group,Data Analyst,3,New Delhi,508188
2651,iEnergizer,Data Analyst,3,New Delhi,332016
2652,WSP,Data Analyst,3,New Delhi,786181
2653,Delhivery,Data Analyst,3,New Delhi,156000
2654,MapmyIndia,Data Analyst,3,New Delhi,326397
2655,Limeroad,Data Analyst,3,New Delhi,602739
2656,IQVIA,Data Analyst,3,New Delhi,582124
2657,TCS,Data Analyst,3,New Delhi,201468
2658,Wizikey,Data Analyst,3,New Delhi,407238
2659,Cvent,Data Analyst,3,New Delhi,760403
2660,Keysight Technologies,Data Analyst,3,New Delhi,705134
2661,ITC Infotech,Data Analyst,3,New Delhi,967392
2662,Nurtr,Data Analyst,3,New Delhi,338792
2663,Glorious Insights,Data Analyst,3,New Delhi,742788
2664,CRMnext,Data Analyst,3,New Delhi,752418
2665,McKinsey Knowledge Center,Data Analyst,3,New Delhi,367896
2666,Masthead Technologies,Data Analyst,3,New Delhi,128988
2667,Yatra Online Pvt Ltd,Data Analyst,3,New Delhi,564648
2668,Bain & Company,Data Analyst,3,New Delhi,991280
2669,NatWest Group,Data Analyst,3,New Delhi,369128
2670,Stigasoft,Data Analyst,3,New Delhi,257972
2671,Stanza Living,Data Analyst,3,New Delhi,900000
2672,Elucidata (MA),Data Analyst,3,New Delhi,1087991
2673,HCL,Data Analyst,3,New Delhi,305881
2674,Eko India Financial Services,Data Analyst,3,New Delhi,878372
2675,Edulyt India,Data Analyst,3,New Delhi,342084
2676,Moody's Analytics,Data Analyst,3,New Delhi,335520
2677,Vidooly Media Tech,Data Analyst,3,New Delhi,432100
2678,SupplyCopia,Data Analyst,3,New Delhi,275453
2679,United Airlines,Data Analyst,3,New Delhi,880573
2680,Elsevier,Data Analyst,3,New Delhi,380000
2681,Gauge Data Solutions,Data Analyst,3,New Delhi,1640740
2682,Nones,Data Analyst,3,New Delhi,605385
2683,Peacock Solar,Data Analyst,3,New Delhi,64488
2684,Anonymous Content,Data Analyst,3,New Delhi,675000
2685,Ford Motor Company,Data Analyst,3,New Delhi,1200000
2686,Professional,Data Analyst,3,New Delhi,308220
2687,NextGen Invent,Data Analyst,3,New Delhi,486624
2688,OYO,Data Analyst,3,New Delhi,406548
2689,Verificient Technologies,Data Analyst,3,New Delhi,150180
2690,Samsung Electronics,Data Analyst,3,New Delhi,1041195
2691,Quess,Data Analyst,3,New Delhi,299998
2692,Upwork,Data Analyst,3,New Delhi,338796
2693,SunTec Web Services,Data Analyst,3,New Delhi,248844
2694,Moody's Corporation,Data Analyst,3,New Delhi,544512
2695,SIQES,Data Analyst,3,New Delhi,406845
2696,Honeywell,Data Analyst,3,New Delhi,811344
2697,First Student,Data Analyst,3,New Delhi,414384
2698,Risk Management Solutions,Data Analyst,3,New Delhi,559952
2699,First Student,Data Analyst,3,New Delhi,85440
2700,iTech Mission,Data Analyst,3,New Delhi,406548
2701,Microsoft,Data Analyst,2,New Delhi,744945
2702,Adobe,Data Analyst,2,New Delhi,784769
2703,McKinney and Company,Data Analyst,2,New Delhi,1239375
2704,Freelancer,Data Analyst,2,New Delhi,685284
2705,Snapdeal,Data Analyst,2,New Delhi,305004
2706,ATS Services (India),Data Analyst,2,New Delhi,412440
2707,Optum Global Solutions India,Data Analyst,2,New Delhi,982920
2708,Adda 247,Data Analyst,2,New Delhi,127836
2709,Google,Data Analyst,2,New Delhi,619354
2710,ShipRocket,Data Analyst,2,New Delhi,324420
2711,Grail Insights,Data Analyst,2,New Delhi,705817
2712,Wunderman Thompson,Data Analyst,2,New Delhi,551148
2713,Mastercard,Data Analyst,2,New Delhi,1471807
2714,SupplyCopia,Data Analyst,2,New Delhi,193476
2715,Niscom Tele Infra,Data Analyst,2,New Delhi,282369
2716,Annalect,Data Analyst,2,New Delhi,563136
2717,GroupM,Data Analyst,2,New Delhi,267288
2718,StepOut Solutions,Data Analyst,2,New Delhi,715248
2719,Zomato,Data Analyst,2,New Delhi,833940
2720,Tata Consultancy Services,Data Analyst,2,New Delhi,407484
2721,Polaris FT,Data Analyst,2,New Delhi,314698
2722,Research & Ranking,Data Analyst,2,New Delhi,220020
2723,Microtek International (India),Data Analyst,2,New Delhi,249732
2724,Unyscape Infocom,Data Analyst,2,New Delhi,370152
2725,Cians Analytics,Data Analyst,2,New Delhi,591053
2726,AON,Data Analyst,2,New Delhi,2385732
2727,United Airlines,Data Analyst,2,New Delhi,313896
2728,Xceedance,Data Analyst,2,New Delhi,333660
2729,CBRE,Data Analyst,2,New Delhi,601343
2730,Promien Services,Data Analyst,2,New Delhi,397332
2731,Kantar,Data Analyst,2,New Delhi,419449
2732,FN MathLogic Consulting Services,Data Analyst,2,New Delhi,668202
2733,Maruti Suzuki,Data Analyst,2,New Delhi,982427
2734,Loginworks,Data Analyst,2,New Delhi,253056
2735,Acuity Knowledge Partners,Data Analyst,2,New Delhi,508899
2736,PwC,Data Analyst,2,New Delhi,701723
2737,Score Me,Data Analyst,2,New Delhi,270444
2738,FIA Technology Services,Data Analyst,2,New Delhi,646107
2739,Zenatix,Data Analyst,2,New Delhi,649352
2740,Blackcoffer,Data Analyst,2,New Delhi,37008
2741,Info Edge,Data Analyst,2,New Delhi,608075
2742,HH Global,Data Analyst,2,New Delhi,704851
2743,NetProphets Cyberworks,Data Analyst,2,New Delhi,382929
2744,Cognizant Consulting,Data Analyst,2,New Delhi,383619
2745,Willis Towers Watson,Data Analyst,2,New Delhi,598284
2746,LIN SCAN,Data Analyst,2,New Delhi,585819
2747,Tata Consultancy Services,Data Analyst,36,Mumbai,479071
2748,eClerx,Data Analyst,26,Mumbai,226724
2749,Accenture,Data Analyst,23,Mumbai,446076
2750,Morningstar,Data Analyst,22,Mumbai,364638
2751,Cognizant Technology Solutions,Data Analyst,17,Mumbai,574259
2752,Capgemini,Data Analyst,15,Mumbai,509801
2753,Fresher,Data Analyst,11,Mumbai,401952
2754,HERE Technologies,Data Analyst,11,Mumbai,237907
2755,J.P. Morgan,Data Analyst,10,Mumbai,744516
2756,Ugam,Data Analyst,10,Mumbai,301786
2757,Cartesian Consulting,Data Analyst,10,Mumbai,530781
2758,Experian,Data Analyst,9,Mumbai,716327
2759,Cogencis Information Services,Data Analyst,9,Mumbai,147159
2760,Media.net,Data Analyst,9,Mumbai,528453
2761,Fractal,Data Analyst,8,Mumbai,728811
2762,MSCI,Data Analyst,8,Mumbai,787161
2763,Hansa Cequity,Data Analyst,8,Mumbai,483379
2764,vPhrase,Data Analyst,8,Mumbai,465742
2765,ABC,Data Analyst,7,Mumbai,496022
2766,Course5 Intelligence,Data Analyst,7,Mumbai,322465
2767,CRG Solutions,Data Analyst,7,Mumbai,521474
2768,Citi,Data Analyst,6,Mumbai,1322737
2769,Kantar,Data Analyst,6,Mumbai,412152
2770,Magic9 Media Analytics,Data Analyst,6,Mumbai,496241
2771,Travelex,Data Analyst,6,Mumbai,661760
2772,Propellum Infotech,Data Analyst,6,Mumbai,448170
2773,Deloitte,Data Analyst,5,Mumbai,744033
2774,TCS,Data Analyst,5,Mumbai,515940
2775,KPMG,Data Analyst,5,Mumbai,419651
2776,Development Credit Bank Limited,Data Analyst,5,Mumbai,524564
2777,Google,Data Analyst,5,Mumbai,254901
2778,Nailbiter,Data Analyst,5,Mumbai,320543
2779,First Student,Data Analyst,5,Mumbai,366885
2780,Jio,Data Analyst,5,Mumbai,682909
2781,GEP,Data Analyst,4,Mumbai,444728
2782,Decimal Point Analytics,Data Analyst,4,Mumbai,198444
2783,Cogencis Information Services,Data Analyst,4,Mumbai,139396
2784,Atos-Syntel,Data Analyst,4,Mumbai,317183
2785,ICICI Bank,Data Analyst,4,Mumbai,477492
2786,General Mills,Data Analyst,4,Mumbai,680000
2787,Hudl,Data Analyst,4,Mumbai,315708
2788,Axis Bank,Data Analyst,4,Mumbai,965889
2789,First Student,Data Analyst,4,Mumbai,307416
2790,DONE by NONE,Data Analyst,4,Mumbai,306180
2791,AXIS MY INDIA,Data Analyst,3,Mumbai,374059
2792,Piramal Enterprises,Data Analyst,3,Mumbai,1416324
2793,HDFC Bank,Data Analyst,3,Mumbai,828777
2794,Tata Communications,Data Analyst,3,Mumbai,374832
2795,Barclays,Data Analyst,3,Mumbai,1040054
2796,Quantafic Business Solutions,Data Analyst,3,Mumbai,516690
2797,EY,Data Analyst,3,Mumbai,454039
2798,IDFC First Bank,Data Analyst,3,Mumbai,1356593
2799,Prudential plc,Data Analyst,3,Mumbai,1226327
2800,FieldGlobal Market Research,Data Analyst,3,Mumbai,462120
2801,Anonymous Content,Data Analyst,3,Mumbai,520597
2802,LTI,Data Analyst,3,Mumbai,369531
2803,Larsen & Toubro,Data Analyst,3,Mumbai,752418
2804,TripStack,Data Analyst,3,Mumbai,453300
2805,LogisticsNow,Data Analyst,3,Mumbai,223812
2806,Quantiphi,Data Analyst,3,Mumbai,654767
2807,LogisticsNow,Data Analyst,3,Mumbai,513690
2808,Think Analytics,Data Analyst,3,Mumbai,429216
2809,cross-tab marketing services pvt.,Data Analyst,3,Mumbai,309192
2810,Microsoft,Data Analyst,2,Mumbai,875445
2811,FedEx,Data Analyst,2,Mumbai,448911
2812,WhiteHat Jr,Data Analyst,2,Mumbai,882573
2813,eSense Learning Pvt,Data Analyst,2,Mumbai,430649
2814,iAastha,Data Analyst,2,Mumbai,39336
2815,Bahar Infotech,Data Analyst,2,Mumbai,182268
2816,LTI,Data Analyst,2,Mumbai,263304
2817,Bookmyshow,Data Analyst,2,Mumbai,556567
2818,The Sparks Foundation,Data Analyst,2,Mumbai,304980
2819,SAP,Data Analyst,2,Mumbai,453024
2820,Viacom 18,Data Analyst,2,Mumbai,322944
2821,Fresher,Data Analyst,2,Mumbai,274728
2822,CRISIL,Data Analyst,2,Mumbai,180996
2823,Rein Labs,Data Analyst,2,Mumbai,173652
2824,Doxper,Data Analyst,2,Mumbai,581246
2825,CMC,Data Analyst,2,Mumbai,181488
2826,GreenPoint Global,Data Analyst,2,Mumbai,185388
2827,Experian,Data Analyst,2,Mumbai,232692
2828,iKen Solutions,Data Analyst,2,Mumbai,1061000
2829,Motilal Oswal Financial Services,Data Analyst,2,Mumbai,187488
2830,EMPLOYERS,Data Analyst,2,Mumbai,429071
2831,Hotstar,Data Analyst,2,Mumbai,1814306
2832,TWGE Solutions,Data Analyst,2,Mumbai,307368
2833,PwC,Data Analyst,2,Mumbai,634632
2834,InSync Analytics,Data Analyst,2,Mumbai,208032
2835,JustDial,Data Analyst,2,Mumbai,322104
2836,Angel One,Data Analyst,2,Mumbai,574764
2837,Mphasis,Data Analyst,2,Mumbai,386026
2838,72 Dragons,Data Analyst,2,Mumbai,276516
2839,Fresherworld.com,Data Analyst,2,Mumbai,217032
2840,Jeet Techno Solutions,Data Analyst,2,Mumbai,435348
2841,FedEx,Data Analyst,2,Mumbai,676224
2842,CitiusTech,Data Analyst,2,Mumbai,584620
2843,Mintifi,Data Analyst,2,Mumbai,203280
2844,TransUnion,Data Analyst,2,Mumbai,297816
